,action,time,class,examples,function,text,lfs,num_lfs,data,f1,precision,recall,training_label_coverage,training_label_size,label,lf_ids,lf_id,accuracy,micro_f1,precision_0,precision_1,recall_0,recall_1,dirname,time_delta,tool,task,participant,dataset,num_concepts,NER,annotations,id,index,time_first_seen,concept,len,time_submitted,suggested_lf_ids,class_0_ratio,expected_class_0_ratio,num_deleted,mistakes,condition
37,show_examples,2020-05-19 23:56:35.537978,,"           key  \
299341  299341   
273938  273938   
145039  145039   
145593  145593   
283036  283036   

                                                                                                                                                                                                                                                                                                                                                                                                                                 text  \
299341  i hate bratz it's stupid with there big heads and thin bodybratz creaters have got to stop makeing those stupid productsthe Lindsay Lohan doll is great though it's pretty it comes withpopcorn a movie premrie bag and much more so if yoiur gonna buy any doll today buy my scene productsps:Lindsay Lohan luv they outfit                                                                                                    
273938  This edition of Sudoku is perfect for me. Puzzles are not too easy and not so difficult that it's frustrating. Great for plane rides.                                                                                                                                                                                                                                                                                           
145039  I bought this for my grandson for Christmas 2006. He used it all day and still uses it. Shipping was very quick.                                                                                                                                                                                                                                                                                                                
145593  How bad can you get. This is one of the worst movies in history! There is no plot. The police wouln't just stand there, they would all go out and storm the booth. This movie isn't realistic at all.                                                                                                                                                                                                                           
283036  This book is full of interesting and documented survival after death and out of body experiences. The reason it didn't get 5 stars is that I did not enjoy the writing method. The book is written in a folksy kind of way that for me just didn't work all that well. The information is top notch, I would have liked it to be a little more clinical and less like you were listening to a dialogue with your great uncle.   

        seen  pred_label  
299341  0     0.319323    
273938  0     0.500000    
145039  0     0.500000    
145593  0     0.500000    
283036  0     0.500000    ",,,,2.0,,,,,0.2175,,label_model_predictions,,,,,,,,,,23.98632335,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
38,lf_analysis_train,2020-05-19 23:56:42.300941,,,,,,2.0,train,,,,0.2175,,,"[0, 1]",,,,,,,,,24.0990394,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
39,lf_analysis_dev,2020-05-19 23:56:43.243647,,,,,,2.0,dev,,,,0.2175,,,"[0, 1]",,,,,,,,,24.114751166666668,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
40,show_examples,2020-05-19 23:56:44.379930,,"           key  \
253512  253512   
358196  358196   
313249  313249   
64042   64042    
153243  153243   

                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 text  \
253512  This new dvd of his is very, very funny. There are a lot of new things that he talks about in this one that he did'nt talk about in his cd or other dvd. The reason I gave it four stars is because he repeates a lot of his routines as well. But if you have never seen John Pinette preform his stand up befoe, or if you just enjoy seeing him make fun of all the classic stuff, then this dvd is freakin awsome. I enjoyed very much.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
358196  While many of Hamel's writings delivered solid business roadmaps, in this book he appears to have ""crossed over"" into a world of subjectivity and exageration. This book has many ""if you don't reinvent yourself everyday"" urban myths. To read this you'd think that huge companies are becoming obsolete and going bankrupt daily. Published at the beginning of the year 2000, the book is almost obsolete by November. The idea of business concept innovation is the main theme of the book and the reader can tell that Hamel, now working in California, bought the whole dot.com story about making everyone else's business model obsolete. We now know this is nonsense and as a result the person whom the book calls ""the greatest strategist in the world"" looks rather silly as the ink still dries on his book. This book like many that have come before it, uses massive exageration to sell books. Follow the advice in this book and you too can end up like the companies featured in the book - beware.   
313249  Having been warned by some reviews, I Googled ""Original VHS"" after the film title, and found a vendor with a link to Amazon. The quality of the tape is acceptable for a used VHS, and I feel that it's preferable to a copy burned onto a DVD.As for the movie itself: although I'm not a fan of country music, I enjoyed several of the songs -- they might be described as country rock.Saving the best for last, Kristy McNichol is so-o-o cute! She deserved an Oscar just for the way she says ""Nashville, beware."" -- and there's something for everyone: the ladies will go for Dennis Quaid.                                                                                                                                                                                                                                                                                                                                                                                                                           
64042   This EP doesn't really represent Amorphis' style of music, but they showed that they can play other kinds of music as well. Great songs, very melodic, but NOT HEAVY METAL. If you heard one of Amorphis' earlier records (The Karelian Isthmus, Tales from the Thousand Lakes - awesome CDs) chances are you will like this, too, although the music is a very different style. Take a peek with RealAudio!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
153243  Anyone who has ever read the original ""Dracula"" NEEDS to read this fantastic retelling.Fred Saberhagen does a fine job of transforming the Count from the uncomplicated, run-of-the-mill villain he was in Bram Stoker's story into a likable anti-hero with a full-blown personality of his own. (His subtle, incredibly dry sense of humor had me giggling out loud numerous times.)Overall, this is a well thought-out, well-written, thoroughly entertaining book, with a nice touch of romance and a GREAT ending. Very highly recommended!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                

        seen  pred_label  
253512  0     0.5         
358196  0     0.5         
313249  0     0.5         
64042   0     0.5         
153243  0     0.5         ",,,,2.0,,,,,0.2175,,unlabeled,,,,,,,,,,24.133689216666667,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
41,show_examples,2020-05-19 23:56:46.182327,,"           key  \
387872  387872   
223419  223419   
242298  242298   
176647  176647   
362499  362499   
85389   85389    
146333  146333   
326245  326245   
376140  376140   
341494  341494   
138169  138169   
238328  238328   
266583  266583   

                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       text  \
387872  My wife and I loved Mr. B's last album (is it really that long ago?) ""Out of the Cradle"". It was raw, inventive, with impressive musicianship and great singing. ""Under the Skin"" is almost none of these things (other than the singing.) The writing is boring, the songs, uninventive and repetitious, the musicianship acceptable, if you like not much more than fast rhythm guitar strumming. Altogether, we were shocked and disappointed. We waited more than a decade for this? As my wife suggested, this is what happens when a songwriter gets happy.                                                                                                                                                                                                                                                                                                                                     
223419  I was given this book by someone who believes all people have aura around them which only believers can see. This is the kind of book she obviously loved. A psychologically insecure but obviously rich guy sees a psychotic lady and flies to a Latin American country where people are authoritarian, rude, and against ""scientific"" progress. (The book is a disguised insult to Latams.) There he joins a bunch of other psychotic pseudo-scientists who eat hallucinogenics and see things. A silly story, were it not for the possibility that young people reading it might end up believing this b*l*s*it and setting foot on the way to craziness. After reading up to the third chapter I found a ""spiritualist"" psychologist who obviously believes that stuff, had already read the book, and was eager to read it a second time, so I gave it to her. There is a market for anything.   
242298  Anne Rice sure has gotten wordy over the last 10 years. She's much too in love with the sound of her own narration to merit as much adoration and attention as she gets                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
176647  2 stars is for the  of songs I can actually stand on this CD. I loved the 2 previous albums, but this one is whiney and concentrates mainly on the lead singer's voice, which isn't all that great. This album falls short of Coldplay's earlier work by an infinite amount. Too bad. I don't recommend it.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
362499  My kids really love Elmo and his DVD's, but this one is a little scarey. Some of the animals, and even some of the stormy weather scenes are a little intense for sensitive viewers. There are definitely better Elmo DVD""s out there.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
85389   I was captivated by Whyte's first four Camulod novels (4 stars each) and was of course looking forward to this one. Unfortunately, it was hands down, the most unrewarding book I've read in a LONG time. Nothing interesting at all.Merlyn and young Arthur hide in an old abandoned Roman fort (at River's Bend). They fix up the fort, Arthur grows up, Merlyn falls in love, and they hear a few rumors from back home in Camulod. That's pretty much all that happens in 461 pages.Take my advice and skip this one. His next book, SORCERER, begins with a short prologue (one and a half pages) that recaps the events of FORT AT RIVER'S BEND perfectly and saves you quite a bit of time.                                                                                                                                                                                                    
146333  As usual, the color plates are very good and the photos of equipment are plentiful. It's what one could expect from an Osprey title.However, I must state for the record that a small unit of American M1A1 Abrams tanks decimating a much larger Soviet unit is simply not credible. At NTC (Fort Irwin), the units simulating the Soviets and using simulated Soviet equipment and Soviet tactics usually win. They do so even though outnumbered and with exercises always scripted to the advantage of the blue forces.Methinks the author needed to be a little more objective lest his view of the Soviets/Russians become ""All we have to do is kick in the front door and the whole rotten ediface will fall in!"" I wonder who said that and how it turned out for him?                                                                                                                       
326245  I regretted purchasing the hardbound book from the 3rd page. I found this book barely tolerable to finish. It is saccharine, written like a junior high school love letter, offers no depth or insight.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
376140  I wanted to like this book. But I didn't. I couldn't even finish it. I hate it when the heroes are unable to trust each other, to talk and understand each other. Here, the heroine simply assumes the worse and flees. Yeah, that shows her love. A real disappointment.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
341494  When I came across this movie two key words caught my attention...1 - vagina... 2 - director's cut...I love Gabriella Hall but this movie is kak...it is a nice idea but again not cleverly executed... lots of nudity but not that erotic...it looked too 'cut' for a directors cut... I did not enjoy the movie...the key words did not do the trick...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
138169  I have to admit I did finish this book. Luckily it didn't take long. The main character, Carolyn Sullivan, continues to do incredibly stupid things. The plot doesn't hang together. The conclusion is down right unsatisfying and the dialogue is laughable. Don't even bother taking it out of the library.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
238328  I agreed with 'a reader from Richmond.' This book stunk! I found Lute to be a totally obnoxious man with very few redeeming qualities. After enjoying books by Garlock such as The Listening Sky (my favorite), The Edge of Town, and With Hope, I was totally disappointed with the plot, the characters, and the overall plot of this book. If you've never read a Dorothy Garlock book, don't start with this one. Read one of the ones I mentioned and you'll be a Garlock fan. If you read this book first, you'll probably never read another one of her books and you'll miss out on some wonderful historical romances.                                                                                                                                                                                                                                                                       
266583  sigh. when i saw this, i wondered how the hell inuyasha could be such crap. it is a phenomanal series, the writing is poor, the plot, and just everything. the 2nd movie was incredible, and the 3rd made me speechless. skip this one, go to the 2nd, than the 3rd. you won't regret this.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           

        label  pred_label  label_from_this_LF     trigger  
387872  0      0.269044    1                   []          
223419  0      0.269044    1                   []          
242298  0      0.269044    1                   []          
176647  0      0.269044    1                   []          
362499  0      0.269044    1                   []          
85389   0      0.269044    1                   []          
146333  0      0.269044    1                   ['wonder']  
326245  0      0.269044    1                   []          
376140  0      0.147247    1                   []          
341494  0      0.269044    1                   []          
138169  0      0.269044    1                   ['satisf']  
238328  0      0.269044    1                   ['wonder']  
266583  0      0.269044    1                   ['wonder']  ",,,,2.0,,,,,0.2175,,incorrect,,0.0,,,,,,,,24.163729166666666,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
42,stats,2020-05-19 23:57:41.868216,,,,,,2.0,dev,0.6044444444444446,0.5190839694656488,0.7234042553191491,0.2175,174.0,,,,,,,,,,,25.091827316666667,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
43,heldout_test_stats,2020-05-19 23:57:41.885744,,,,,,2.0,heldout,0.5665914221218962,0.49801587301587297,0.6570680628272252,0.2175,,,,,,,,,,,,25.09211945,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
44,show_examples,2020-05-19 23:57:42.769838,,"           key  \
168883  168883   
282374  282374   
385534  385534   
189914  189914   
387201  387201   

                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           text  \
168883  I love to read, and enjoy an easy summer read as much as the next person, but I can't recommend anyone buy this book. It's an ok book to borrow. I read this very quickly, had a hard time putting it down, but the plot was very thin. I also HATED the fact that each chapter was only 1-3 pages long!! Seems like an easy was to make the book look much longer than it really is and therefore justify the high price. Spend your hard earned money on a better book.                                                 
282374  Very poor qualityThe dolly for under the track bent the 1st time I used itMetal is way to thin                                                                                                                                                                                                                                                                                                                                                                                                                            
385534  obviously David Gilmour is missing, but Snowy and the others do quite well. All I really need to say here is ...Roger Waters...Buy It!!                                                                                                                                                                                                                                                                                                                                                                                   
189914  O.k. this is just a waste of money... If you wan't to see Britney Spears I'd advise you to get Britney Spears Live and More, or Time Out with Britney Spears... This video has absolutely no Britney Spears in it at all, and no music videos and just plain nada... Unless, you are a collector on Britney Spears items that would be the only logical reason of getting this video... I don't like reading books and I found Britney Spears Heart to Heart book more interesting than this! I give it two thumbs down   
387201  I am glad I only got their best of their song. I was going to purchse all of their CDs. For some reason I stoped and got only one of them. It was not my kind of music . :(                                                                                                                                                                                                                                                                                                                                               

        seen  pred_label  
168883  0     0.269044    
282374  0     0.500000    
385534  0     0.500000    
189914  0     0.500000    
387201  0     0.500000    ",,,,2.0,,,,,0.2175,,label_model_predictions,,,,,,,,,,25.10685435,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
45,lf_analysis_train,2020-05-19 23:57:43.578625,,,,,,2.0,train,,,,0.2175,,,"[0, 1]",,,,,,,,,25.120334133333333,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
46,lf_analysis_dev,2020-05-19 23:57:43.766671,,,,,,2.0,dev,,,,0.2175,,,"[0, 1]",,,,,,,,,25.123468233333334,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
47,show_examples,2020-05-19 23:57:44.562847,,"           key  \
97587   97587    
120865  120865   
15756   15756    
352550  352550   
40087   40087    

                                                                                                                                                                                                                                                                                                                                                                                                                  text  \
97587   I must say PM(Redux) is the the best sounding of all the prime mover projects. I own all of them and have to say I was very reluctent to buy a third copy. I took a chance and bought it anyway and was very pleased with the overall remix and recording process. If you have either of the first two cd's I would highly recommend this version, I believe you would thoughrly enjoy it!                       
120865  I've had peels at the dermatologist's office before so maybe that was the problem. The strengths of these peels definitely do not compare. No tingling, no nothing. I have to step up the strength or maybe use an unbuffered version I guess.                                                                                                                                                                   
15756   Unlike everyone else in the world, I did not find this book to be all that great.A guy goes to baseball games or watches them on TV and gives you his side of things.Save yer money and come to my house I can do the same thing. Not much to hold my interest other than watching Tom Seaver play and a few trivial research interests.It is sad to think that this book may have been the book of it's time.   
352550  This extrodinary movie is determined and fun. To see the boys get to gather and make a statment is amazing they worked so hard and they got what they wanted. The dancing and the singing is great. And for those girls some cute guys too.                                                                                                                                                                      
40087   Kira Reed and the rest of the cast make this a highly enjoyable film. Usually, the Playboy Eros titles are flimsey on plot, but this one was pretty good. As usual, several hot scenes ... I'd recommend throwing away the road map and taking a ride on the Forbidden Highway.                                                                                                                                  

        seen  pred_label  
97587   0     0.5         
120865  0     0.5         
15756   0     0.5         
352550  0     0.5         
40087   0     0.5         ",,,,2.0,,,,,0.2175,,unlabeled,,,,,,,,,,25.136737833333335,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
48,show_examples,2020-05-19 23:57:46.191085,,"           key  \
387872  387872   
223419  223419   
242298  242298   
176647  176647   
362499  362499   
85389   85389    
146333  146333   
326245  326245   
376140  376140   
341494  341494   
138169  138169   
238328  238328   
266583  266583   

                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       text  \
387872  My wife and I loved Mr. B's last album (is it really that long ago?) ""Out of the Cradle"". It was raw, inventive, with impressive musicianship and great singing. ""Under the Skin"" is almost none of these things (other than the singing.) The writing is boring, the songs, uninventive and repetitious, the musicianship acceptable, if you like not much more than fast rhythm guitar strumming. Altogether, we were shocked and disappointed. We waited more than a decade for this? As my wife suggested, this is what happens when a songwriter gets happy.                                                                                                                                                                                                                                                                                                                                     
223419  I was given this book by someone who believes all people have aura around them which only believers can see. This is the kind of book she obviously loved. A psychologically insecure but obviously rich guy sees a psychotic lady and flies to a Latin American country where people are authoritarian, rude, and against ""scientific"" progress. (The book is a disguised insult to Latams.) There he joins a bunch of other psychotic pseudo-scientists who eat hallucinogenics and see things. A silly story, were it not for the possibility that young people reading it might end up believing this b*l*s*it and setting foot on the way to craziness. After reading up to the third chapter I found a ""spiritualist"" psychologist who obviously believes that stuff, had already read the book, and was eager to read it a second time, so I gave it to her. There is a market for anything.   
242298  Anne Rice sure has gotten wordy over the last 10 years. She's much too in love with the sound of her own narration to merit as much adoration and attention as she gets                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
176647  2 stars is for the  of songs I can actually stand on this CD. I loved the 2 previous albums, but this one is whiney and concentrates mainly on the lead singer's voice, which isn't all that great. This album falls short of Coldplay's earlier work by an infinite amount. Too bad. I don't recommend it.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
362499  My kids really love Elmo and his DVD's, but this one is a little scarey. Some of the animals, and even some of the stormy weather scenes are a little intense for sensitive viewers. There are definitely better Elmo DVD""s out there.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
85389   I was captivated by Whyte's first four Camulod novels (4 stars each) and was of course looking forward to this one. Unfortunately, it was hands down, the most unrewarding book I've read in a LONG time. Nothing interesting at all.Merlyn and young Arthur hide in an old abandoned Roman fort (at River's Bend). They fix up the fort, Arthur grows up, Merlyn falls in love, and they hear a few rumors from back home in Camulod. That's pretty much all that happens in 461 pages.Take my advice and skip this one. His next book, SORCERER, begins with a short prologue (one and a half pages) that recaps the events of FORT AT RIVER'S BEND perfectly and saves you quite a bit of time.                                                                                                                                                                                                    
146333  As usual, the color plates are very good and the photos of equipment are plentiful. It's what one could expect from an Osprey title.However, I must state for the record that a small unit of American M1A1 Abrams tanks decimating a much larger Soviet unit is simply not credible. At NTC (Fort Irwin), the units simulating the Soviets and using simulated Soviet equipment and Soviet tactics usually win. They do so even though outnumbered and with exercises always scripted to the advantage of the blue forces.Methinks the author needed to be a little more objective lest his view of the Soviets/Russians become ""All we have to do is kick in the front door and the whole rotten ediface will fall in!"" I wonder who said that and how it turned out for him?                                                                                                                       
326245  I regretted purchasing the hardbound book from the 3rd page. I found this book barely tolerable to finish. It is saccharine, written like a junior high school love letter, offers no depth or insight.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
376140  I wanted to like this book. But I didn't. I couldn't even finish it. I hate it when the heroes are unable to trust each other, to talk and understand each other. Here, the heroine simply assumes the worse and flees. Yeah, that shows her love. A real disappointment.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
341494  When I came across this movie two key words caught my attention...1 - vagina... 2 - director's cut...I love Gabriella Hall but this movie is kak...it is a nice idea but again not cleverly executed... lots of nudity but not that erotic...it looked too 'cut' for a directors cut... I did not enjoy the movie...the key words did not do the trick...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
138169  I have to admit I did finish this book. Luckily it didn't take long. The main character, Carolyn Sullivan, continues to do incredibly stupid things. The plot doesn't hang together. The conclusion is down right unsatisfying and the dialogue is laughable. Don't even bother taking it out of the library.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
238328  I agreed with 'a reader from Richmond.' This book stunk! I found Lute to be a totally obnoxious man with very few redeeming qualities. After enjoying books by Garlock such as The Listening Sky (my favorite), The Edge of Town, and With Hope, I was totally disappointed with the plot, the characters, and the overall plot of this book. If you've never read a Dorothy Garlock book, don't start with this one. Read one of the ones I mentioned and you'll be a Garlock fan. If you read this book first, you'll probably never read another one of her books and you'll miss out on some wonderful historical romances.                                                                                                                                                                                                                                                                       
266583  sigh. when i saw this, i wondered how the hell inuyasha could be such crap. it is a phenomanal series, the writing is poor, the plot, and just everything. the 2nd movie was incredible, and the 3rd made me speechless. skip this one, go to the 2nd, than the 3rd. you won't regret this.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           

        label  pred_label  label_from_this_LF     trigger  
387872  0      0.269044    1                   []          
223419  0      0.269044    1                   []          
242298  0      0.269044    1                   []          
176647  0      0.269044    1                   []          
362499  0      0.269044    1                   []          
85389   0      0.269044    1                   []          
146333  0      0.269044    1                   ['wonder']  
326245  0      0.269044    1                   []          
376140  0      0.147247    1                   []          
341494  0      0.269044    1                   []          
138169  0      0.269044    1                   ['satisf']  
238328  0      0.269044    1                   ['wonder']  
266583  0      0.269044    1                   ['wonder']  ",,,,2.0,,,,,0.2175,,incorrect,,0.0,,,,,,,,25.163875133333335,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
49,train_model,2020-05-19 23:57:49.767661,,,,,,2.0,test,,,,0.2175,,,,,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,,25.223484733333333,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
50,heldout_test_LR_stats,2020-05-19 23:57:49.997667,,,,,,2.0,heldout,,,,0.2175,,,,,0.4775,0.6463620981387478,0.0,0.4775,0.0,1.0,,25.227318166666667,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
51,lf_analysis_train,2020-05-19 23:58:10.394309,,,,,,2.0,train,,,,0.2175,,,"[0, 1]",,,,,,,,,25.5672622,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
52,lf_analysis_dev,2020-05-19 23:58:10.623865,,,,,,2.0,dev,,,,0.2175,,,"[0, 1]",,,,,,,,,25.571088133333333,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
53,show_examples,2020-05-19 23:58:31.593884,,"           key  \
142582  142582   

                                                                                                                                                                                                                                                                                                                                               text  \
142582  i just had to respond to the negative reviews to plum Sykes's book. i think its absolutely hillarious - i read it in a single sitting. No, its not quantum physics but it doesn't pretend to be. It is, however, 100% entertaining and i laughed out loud throughout. Get over yourselves, haters, and set yourselves a make-out challenge!   

        label  pred_label  label_from_this_LF trigger  
142582  1      0.319323    0                   []      ",,,,2.0,,,,,0.2175,,incorrect,,1.0,,,,,,,,25.92058845,Snorkel,sentiment,p3,amazon,,,,,,,,,,,,,,,snorkel
